target "start time (UTC)" "end time (UTC)"
XMM-LSS-027 "2019-01-12 03:30:00.000" "2019-01-12 04:11:40.000"
TransitionBlock "2019-01-12 04:11:40.000" "2019-01-12 04:12:40.000"
"Unused Time" "2019-01-12 04:12:40.000" "2019-01-12 04:18:20.002"
CAL_CRL618 "2019-01-12 04:18:20.002" "2019-01-12 04:21:20.002"
"Unused Time" "2019-01-12 04:21:20.002" "2019-01-12 04:22:00.002"
CAL_CRL618 "2019-01-12 04:22:00.002" "2019-01-12 04:25:00.002"
TransitionBlock "2019-01-12 04:25:00.002" "2019-01-12 04:25:20.002"
"Unused Time" "2019-01-12 04:25:20.002" "2019-01-12 04:25:40.002"
CAL_0300+471 "2019-01-12 04:25:40.002" "2019-01-12 04:28:40.002"
TransitionBlock "2019-01-12 04:28:40.002" "2019-01-12 04:29:40.002"
"Unused Time" "2019-01-12 04:29:40.002" "2019-01-12 04:30:00.002"
XMM-LSS-027 "2019-01-12 04:30:00.002" "2019-01-12 05:11:40.002"
TransitionBlock "2019-01-12 05:11:40.002" "2019-01-12 05:12:40.002"
"Unused Time" "2019-01-12 05:12:40.002" "2019-01-12 05:15:00.004"
CAL_CRL618 "2019-01-12 05:15:00.004" "2019-01-12 05:18:00.004"
CAL_CRL618 "2019-01-12 05:18:00.004" "2019-01-12 05:21:00.004"
TransitionBlock "2019-01-12 05:21:00.004" "2019-01-12 05:21:20.004"
"Unused Time" "2019-01-12 05:21:20.004" "2019-01-12 05:26:00.004"
CAL_0300+471 "2019-01-12 05:26:00.004" "2019-01-12 05:29:00.004"
TransitionBlock "2019-01-12 05:29:00.004" "2019-01-12 05:30:00.004"
"Unused Time" "2019-01-12 05:30:00.004" "2019-01-12 05:30:40.004"
XMM-LSS-027 "2019-01-12 05:30:40.004" "2019-01-12 06:12:20.004"
TransitionBlock "2019-01-12 06:12:20.004" "2019-01-12 06:13:20.004"
"Unused Time" "2019-01-12 06:13:20.004" "2019-01-12 06:20:40.006"
CAL_0300+471 "2019-01-12 06:20:40.006" "2019-01-12 06:23:40.006"
TransitionBlock "2019-01-12 06:23:40.006" "2019-01-12 06:24:00.006"
CAL_CRL618 "2019-01-12 06:24:00.006" "2019-01-12 06:27:00.007"
CAL_CRL618 "2019-01-12 06:27:00.007" "2019-01-12 06:30:00.007"
TransitionBlock "2019-01-12 06:30:00.007" "2019-01-12 06:31:00.007"
XMM-LSS-027 "2019-01-12 06:31:00.007" "2019-01-12 07:12:40.007"
TransitionBlock "2019-01-12 07:12:40.007" "2019-01-12 07:13:40.007"
